"Step","vanilla_1__vanilla_aug - mean_total_symmetry","vanilla_1__vanilla_aug - mean_total_symmetry__MIN","vanilla_1__vanilla_aug - mean_total_symmetry__MAX","vanilla_1__resnet_aug_01lr - mean_total_symmetry","vanilla_1__resnet_aug_01lr - mean_total_symmetry__MIN","vanilla_1__resnet_aug_01lr - mean_total_symmetry__MAX"
"8316","0.7072036653757096","0.7072036653757096","0.7072036653757096","0.8036679834127426","0.8036679834127426","0.8036679834127426"
"8514","0.7071579396724701","0.7071579396724701","0.7071579396724701","0.8039119005203247","0.8039119005203247","0.8039119005203247"
"8712","0.7071488916873931","0.7071488916873931","0.7071488916873931","0.8040981829166413","0.8040981829166413","0.8040981829166413"
"8910","0.7072187840938569","0.7072187840938569","0.7072187840938569","0.8045076310634613","0.8045076310634613","0.8045076310634613"
"9108","0.7072217404842377","0.7072217404842377","0.7072217404842377","0.8050170749425888","0.8050170749425888","0.8050170749425888"
"9306","0.7072200387716293","0.7072200387716293","0.7072200387716293","0.8052199393510818","0.8052199393510818","0.8052199393510818"
"9504","0.7072459071874618","0.7072459071874618","0.7072459071874618","0.8056982755661011","0.8056982755661011","0.8056982755661011"
"9702","0.7072223246097564","0.7072223246097564","0.7072223246097564","0.8058904051780701","0.8058904051780701","0.8058904051780701"
"9900","0.7072240501642227","0.7072240501642227","0.7072240501642227","0.8059448659420013","0.8059448659420013","0.8059448659420013"
"10098","0.7072109282016754","0.7072109282016754","0.7072109282016754","0.8057598412036896","0.8057598412036896","0.8057598412036896"
"10296","0.7072236090898514","0.7072236090898514","0.7072236090898514","0.8060621529817581","0.8060621529817581","0.8060621529817581"
"10494","0.7072191566228867","0.7072191566228867","0.7072191566228867","0.8062173664569855","0.8062173664569855","0.8062173664569855"
"10692","0.7072070628404618","0.7072070628404618","0.7072070628404618","0.8062204003334046","0.8062204003334046","0.8062204003334046"
"10890","0.7072214812040329","0.7072214812040329","0.7072214812040329","0.8064337521791458","0.8064337521791458","0.8064337521791458"
"11088","0.7072304844856262","0.7072304844856262","0.7072304844856262","0.8067309081554412","0.8067309081554412","0.8067309081554412"
"11286","0.7072502136230469","0.7072502136230469","0.7072502136230469","0.8070376187562942","0.8070376187562942","0.8070376187562942"
"11484","0.7072459727525711","0.7072459727525711","0.7072459727525711","0.8071933090686798","0.8071933090686798","0.8071933090686798"
"11682","0.7072708964347839","0.7072708964347839","0.7072708964347839","0.8073993295431137","0.8073993295431137","0.8073993295431137"
"11880","0.707283690571785","0.707283690571785","0.707283690571785","0.8075158566236496","0.8075158566236496","0.8075158566236496"
"12078","0.7072933733463287","0.7072933733463287","0.7072933733463287","0.8076683461666108","0.8076683461666108","0.8076683461666108"
"12276","0.7072942733764649","0.7072942733764649","0.7072942733764649","0.8077327013015747","0.8077327013015747","0.8077327013015747"
"12474","0.7073077112436295","0.7073077112436295","0.7073077112436295","0.8078340649604797","0.8078340649604797","0.8078340649604797"
"12672","0.7073310405015946","0.7073310405015946","0.7073310405015946","0.8079291611909867","0.8079291611909867","0.8079291611909867"
"12870","0.7073354452848435","0.7073354452848435","0.7073354452848435","0.8079651743173599","0.8079651743173599","0.8079651743173599"
"13068","0.7073751419782639","0.7073751419782639","0.7073751419782639","0.8078878194093704","0.8078878194093704","0.8078878194093704"
"13266","0.7073814004659653","0.7073814004659653","0.7073814004659653","0.8080052733421326","0.8080052733421326","0.8080052733421326"
"13464","0.7074044138193131","0.7074044138193131","0.7074044138193131","0.8081634968519211","0.8081634968519211","0.8081634968519211"
"13662","0.7074194401502609","0.7074194401502609","0.7074194401502609","0.8083463251590729","0.8083463251590729","0.8083463251590729"
"13860","0.7074400961399079","0.7074400961399079","0.7074400961399079","0.8083035975694657","0.8083035975694657","0.8083035975694657"
"14058","0.7074689567089081","0.7074689567089081","0.7074689567089081","0.8084488630294799","0.8084488630294799","0.8084488630294799"
"14256","0.7074770033359528","0.7074770033359528","0.7074770033359528","0.8086139768362045","0.8086139768362045","0.8086139768362045"
"14454","0.7074879914522171","0.7074879914522171","0.7074879914522171","0.808685252070427","0.808685252070427","0.808685252070427"
"14652","0.7075023472309112","0.7075023472309112","0.7075023472309112","0.8088236510753631","0.8088236510753631","0.8088236510753631"
"14850","0.7075059443712235","0.7075059443712235","0.7075059443712235","0.8091834247112274","0.8091834247112274","0.8091834247112274"
"15048","0.7075203478336334","0.7075203478336334","0.7075203478336334","0.8092532813549042","0.8092532813549042","0.8092532813549042"
"15246","0.7075309723615646","0.7075309723615646","0.7075309723615646","0.8093669533729553","0.8093669533729553","0.8093669533729553"
"15444","0.7075448095798492","0.7075448095798492","0.7075448095798492","0.8095985651016235","0.8095985651016235","0.8095985651016235"
"15642","0.7075504660606384","0.7075504660606384","0.7075504660606384","0.8099118739366531","0.8099118739366531","0.8099118739366531"
"15840","0.7075644105672836","0.7075644105672836","0.7075644105672836","0.8096875339746475","0.8096875339746475","0.8096875339746475"
"16038","0.7075640618801117","0.7075640618801117","0.7075640618801117","0.8097013860940934","0.8097013860940934","0.8097013860940934"
"16236","0.7075653582811355","0.7075653582811355","0.7075653582811355","0.8097034931182862","0.8097034931182862","0.8097034931182862"
"16434","0.7075664073228836","0.7075664073228836","0.7075664073228836","0.8096952468156815","0.8096952468156815","0.8096952468156815"
"16632","0.7075692236423492","0.7075692236423492","0.7075692236423492","0.8097030967473984","0.8097030967473984","0.8097030967473984"
"16830","0.7075695365667343","0.7075695365667343","0.7075695365667343","0.8097044050693512","0.8097044050693512","0.8097044050693512"
"17028","0.7075714141130447","0.7075714141130447","0.7075714141130447","0.8097163647413254","0.8097163647413254","0.8097163647413254"
"17226","0.7075731366872787","0.7075731366872787","0.7075731366872787","0.8097255259752274","0.8097255259752274","0.8097255259752274"
"17424","0.7075746953487396","0.7075746953487396","0.7075746953487396","0.8097291946411133","0.8097291946411133","0.8097291946411133"
"17622","0.7075761675834655","0.7075761675834655","0.7075761675834655","0.8097491532564163","0.8097491532564163","0.8097491532564163"
"17820","0.7075780630111694","0.7075780630111694","0.7075780630111694","0.8097449481487274","0.8097449481487274","0.8097449481487274"
"18018","0.7075806081295013","0.7075806081295013","0.7075806081295013","0.8097710281610488","0.8097710281610488","0.8097710281610488"
"18216","0.7075819998979569","0.7075819998979569","0.7075819998979569","0.8097767680883408","0.8097767680883408","0.8097767680883408"
"18414","0.7075847417116166","0.7075847417116166","0.7075847417116166","0.8097870856523514","0.8097870856523514","0.8097870856523514"
"18612","0.7075859040021897","0.7075859040021897","0.7075859040021897","0.8097850143909454","0.8097850143909454","0.8097850143909454"
"18810","0.7075879096984863","0.7075879096984863","0.7075879096984863","0.8097812801599502","0.8097812801599502","0.8097812801599502"
"19008","0.7075887590646743","0.7075887590646743","0.7075887590646743","0.8097825318574905","0.8097825318574905","0.8097825318574905"
"19206","0.7075893849134445","0.7075893849134445","0.7075893849134445","0.809791985154152","0.809791985154152","0.809791985154152"
"19404","0.7075908005237579","0.7075908005237579","0.7075908005237579","0.8098126918077468","0.8098126918077468","0.8098126918077468"
"19602","0.707591301202774","0.707591301202774","0.707591301202774","0.8097923696041107","0.8097923696041107","0.8097923696041107"
