"Step","vanilla_1__vanilla_aug - horizontal-vertical","vanilla_1__vanilla_aug - horizontal-vertical__MIN","vanilla_1__vanilla_aug - horizontal-vertical__MAX","vanilla_1__resnet_aug_01lr - horizontal-vertical","vanilla_1__resnet_aug_01lr - horizontal-vertical__MIN","vanilla_1__resnet_aug_01lr - horizontal-vertical__MAX"
"7722","0.5476884096860886","0.5476884096860886","0.5476884096860886","0.5548671513795853","0.5548671513795853","0.5548671513795853"
"7920","0.5475279748439789","0.5475279748439789","0.5475279748439789","0.5549787282943726","0.5549787282943726","0.5549787282943726"
"8118","0.547533193230629","0.547533193230629","0.547533193230629","0.554972892999649","0.554972892999649","0.554972892999649"
"8316","0.5475380837917327","0.5475380837917327","0.5475380837917327","0.5549970597028733","0.5549970597028733","0.5549970597028733"
"8514","0.5475426614284515","0.5475426614284515","0.5475426614284515","0.555043849349022","0.555043849349022","0.555043849349022"
"8712","0.5475458294153214","0.5475458294153214","0.5475458294153214","0.5550627797842026","0.5550627797842026","0.5550627797842026"
"8910","0.5475482881069184","0.5475482881069184","0.5475482881069184","0.5550964713096619","0.5550964713096619","0.5550964713096619"
"9108","0.5475529581308365","0.5475529581308365","0.5475529581308365","0.5551372587680816","0.5551372587680816","0.5551372587680816"
"9306","0.5475549846887589","0.5475549846887589","0.5475549846887589","0.5551626116037369","0.5551626116037369","0.5551626116037369"
"9504","0.5475571393966675","0.5475571393966675","0.5475571393966675","0.5551765471696853","0.5551765471696853","0.5551765471696853"
"9702","0.5475596874952317","0.5475596874952317","0.5475596874952317","0.5552103161811829","0.5552103161811829","0.5552103161811829"
"9900","0.5475596696138382","0.5475596696138382","0.5475596696138382","0.555244094133377","0.555244094133377","0.555244094133377"
"10098","0.5475619971752167","0.5475619971752167","0.5475619971752167","0.5552721083164215","0.5552721083164215","0.5552721083164215"
"10296","0.5475648015737533","0.5475648015737533","0.5475648015737533","0.5552897334098816","0.5552897334098816","0.5552897334098816"
"10494","0.5475677192211151","0.5475677192211151","0.5475677192211151","0.5553199499845505","0.5553199499845505","0.5553199499845505"
"10692","0.5475707948207855","0.5475707948207855","0.5475707948207855","0.5553350448608398","0.5553350448608398","0.5553350448608398"
"10890","0.5475726336240768","0.5475726336240768","0.5475726336240768","0.5553673416376114","0.5553673416376114","0.5553673416376114"
"11088","0.5475751906633377","0.5475751906633377","0.5475751906633377","0.5553879469633103","0.5553879469633103","0.5553879469633103"
"11286","0.5475782483816147","0.5475782483816147","0.5475782483816147","0.5554122477769852","0.5554122477769852","0.5554122477769852"
"11484","0.5475810170173645","0.5475810170173645","0.5475810170173645","0.5554450333118439","0.5554450333118439","0.5554450333118439"
"11682","0.5475835084915162","0.5475835084915162","0.5475835084915162","0.5554640471935273","0.5554640471935273","0.5554640471935273"
"11880","0.5475852191448212","0.5475852191448212","0.5475852191448212","0.5554913520812989","0.5554913520812989","0.5554913520812989"
"12078","0.5475870460271836","0.5475870460271836","0.5475870460271836","0.5555192232131958","0.5555192232131958","0.5555192232131958"
"12276","0.5475886672735214","0.5475886672735214","0.5475886672735214","0.5555214434862137","0.5555214434862137","0.5555214434862137"
"12474","0.5475912034511566","0.5475912034511566","0.5475912034511566","0.555531483888626","0.555531483888626","0.555531483888626"
"12672","0.5475937217473984","0.5475937217473984","0.5475937217473984","0.5555468469858169","0.5555468469858169","0.5555468469858169"
"12870","0.547595027089119","0.547595027089119","0.547595027089119","0.5555521339178086","0.5555521339178086","0.5555521339178086"
"13068","0.5475980758666992","0.5475980758666992","0.5475980758666992","0.5555591225624085","0.5555591225624085","0.5555591225624085"
"13266","0.5476004928350449","0.5476004928350449","0.5476004928350449","0.5555679142475128","0.5555679142475128","0.5555679142475128"
"13464","0.5476027607917786","0.5476027607917786","0.5476027607917786","0.5555794894695282","0.5555794894695282","0.5555794894695282"
"13662","0.5476046234369278","0.5476046234369278","0.5476046234369278","0.5555768847465515","0.5555768847465515","0.5555768847465515"
"13860","0.5476070642471313","0.5476070642471313","0.5476070642471313","0.5556003272533416","0.5556003272533416","0.5556003272533416"
"14058","0.5476094335317612","0.5476094335317612","0.5476094335317612","0.5556165188550949","0.5556165188550949","0.5556165188550949"
"14256","0.5476115673780442","0.5476115673780442","0.5476115673780442","0.5556421667337418","0.5556421667337418","0.5556421667337418"
"14454","0.5476137936115265","0.5476137936115265","0.5476137936115265","0.5556590974330902","0.5556590974330902","0.5556590974330902"
"14652","0.5476153343915939","0.5476153343915939","0.5476153343915939","0.5556677669286728","0.5556677669286728","0.5556677669286728"
"14850","0.5476160377264023","0.5476160377264023","0.5476160377264023","0.5556985020637513","0.5556985020637513","0.5556985020637513"
"15048","0.5476183742284775","0.5476183742284775","0.5476183742284775","0.5556953370571136","0.5556953370571136","0.5556953370571136"
"15246","0.5476200371980667","0.5476200371980667","0.5476200371980667","0.555715587735176","0.555715587735176","0.555715587735176"
"15444","0.5476219177246093","0.5476219177246093","0.5476219177246093","0.5557266682386398","0.5557266682386398","0.5557266682386398"
"15642","0.5476240336894989","0.5476240336894989","0.5476240336894989","0.5557451993227005","0.5557451993227005","0.5557451993227005"
"15840","0.5476258724927903","0.5476258724927903","0.5476258724927903","0.5557527631521225","0.5557527631521225","0.5557527631521225"
"16038","0.5476260364055634","0.5476260364055634","0.5476260364055634","0.5557535529136658","0.5557535529136658","0.5557535529136658"
"16236","0.5476263135671615","0.5476263135671615","0.5476263135671615","0.5557562321424484","0.5557562321424484","0.5557562321424484"
"16434","0.547626531124115","0.547626531124115","0.547626531124115","0.5557576060295105","0.5557576060295105","0.5557576060295105"
"16632","0.5476266890764236","0.5476266890764236","0.5476266890764236","0.5557575106620789","0.5557575106620789","0.5557575106620789"
"16830","0.5476268827915192","0.5476268827915192","0.5476268827915192","0.5557602703571319","0.5557602703571319","0.5557602703571319"
"17028","0.5476270914077759","0.5476270914077759","0.5476270914077759","0.555760633945465","0.555760633945465","0.555760633945465"
"17226","0.5476273506879806","0.5476273506879806","0.5476273506879806","0.5557621210813523","0.5557621210813523","0.5557621210813523"
"17424","0.5476275861263276","0.5476275861263276","0.5476275861263276","0.5557621031999588","0.5557621031999588","0.5557621031999588"
"17622","0.5476278126239776","0.5476278126239776","0.5476278126239776","0.5557651311159134","0.5557651311159134","0.5557651311159134"
"17820","0.5476280212402344","0.5476280212402344","0.5476280212402344","0.5557655334472656","0.5557655334472656","0.5557655334472656"
"18018","0.5476282417774201","0.5476282417774201","0.5476282417774201","0.5557670682668686","0.5557670682668686","0.5557670682668686"
"18216","0.5476284861564636","0.5476284861564636","0.5476284861564636","0.5557676553726196","0.5557676553726196","0.5557676553726196"
"18414","0.5476287454366684","0.5476287454366684","0.5476287454366684","0.5557703018188477","0.5557703018188477","0.5557703018188477"
"18612","0.5476290047168731","0.5476290047168731","0.5476290047168731","0.5557715177536011","0.5557715177536011","0.5557715177536011"
"18810","0.5476292610168457","0.5476292610168457","0.5476292610168457","0.555771780014038","0.555771780014038","0.555771780014038"
"19008","0.5476294755935669","0.5476294755935669","0.5476294755935669","0.5557727217674255","0.5557727217674255","0.5557727217674255"
"19206","0.5476296275854111","0.5476296275854111","0.5476296275854111","0.5557740420103073","0.5557740420103073","0.5557740420103073"
"19404","0.5476298928260803","0.5476298928260803","0.5476298928260803","0.5557772666215897","0.5557772666215897","0.5557772666215897"
"19602","0.5476300805807114","0.5476300805807114","0.5476300805807114","0.5557781964540481","0.5557781964540481","0.5557781964540481"
