"Step","vanilla_1__vanilla_aug - rot90","vanilla_1__vanilla_aug - rot90__MIN","vanilla_1__vanilla_aug - rot90__MAX","vanilla_1__resnet_aug_01lr - rot90","vanilla_1__resnet_aug_01lr - rot90__MIN","vanilla_1__resnet_aug_01lr - rot90__MAX"
"11286","0.4761944472789764","0.4761944472789764","0.4761944472789764","0.48555979430675505","0.48555979430675505","0.48555979430675505"
"11484","0.4761971026659012","0.4761971026659012","0.4761971026659012","0.4855941832065582","0.4855941832065582","0.4855941832065582"
"11682","0.4761993736028671","0.4761993736028671","0.4761993736028671","0.48561146259307864","0.48561146259307864","0.48561146259307864"
"11880","0.4762009233236313","0.4762009233236313","0.4762009233236313","0.4856412559747696","0.4856412559747696","0.4856412559747696"
"12078","0.47620255649089815","0.47620255649089815","0.47620255649089815","0.48567209839820863","0.48567209839820863","0.48567209839820863"
"12276","0.4762042373418808","0.4762042373418808","0.4762042373418808","0.4856798738241196","0.4856798738241196","0.4856798738241196"
"12474","0.47620618939399717","0.47620618939399717","0.47620618939399717","0.4856941729784012","0.4856941729784012","0.4856941729784012"
"12672","0.47620820105075834","0.47620820105075834","0.47620820105075834","0.4857111781835556","0.4857111781835556","0.4857111781835556"
"12870","0.4762094795703888","0.4762094795703888","0.4762094795703888","0.4857216030359268","0.4857216030359268","0.4857216030359268"
"13068","0.4762125641107559","0.4762125641107559","0.4762125641107559","0.48573202192783355","0.48573202192783355","0.48573202192783355"
"13266","0.4762145906686783","0.4762145906686783","0.4762145906686783","0.48574445843696595","0.48574445843696595","0.48574445843696595"
"13464","0.4762167125940323","0.4762167125940323","0.4762167125940323","0.48575719594955447","0.48575719594955447","0.48575719594955447"
"13662","0.4762182950973511","0.4762182950973511","0.4762182950973511","0.4857605069875717","0.4857605069875717","0.4857605069875717"
"13860","0.4762204885482788","0.4762204885482788","0.4762204885482788","0.48578529953956606","0.48578529953956606","0.48578529953956606"
"14058","0.47622243463993075","0.47622243463993075","0.47622243463993075","0.48581033647060395","0.48581033647060395","0.48581033647060395"
"14256","0.47622418105602266","0.47622418105602266","0.47622418105602266","0.48582904040813446","0.48582904040813446","0.48582904040813446"
"14454","0.4762262552976608","0.4762262552976608","0.4762262552976608","0.48584913909435273","0.48584913909435273","0.48584913909435273"
"14652","0.4762279748916626","0.4762279748916626","0.4762279748916626","0.4858626127243042","0.4858626127243042","0.4858626127243042"
"14850","0.47622906863689424","0.47622906863689424","0.47622906863689424","0.4858983397483826","0.4858983397483826","0.4858983397483826"
"15048","0.4762310951948166","0.4762310951948166","0.4762310951948166","0.48589744567871096","0.48589744567871096","0.48589744567871096"
"15246","0.4762325078248978","0.4762325078248978","0.4762325078248978","0.48591808080673216","0.48591808080673216","0.48591808080673216"
"15444","0.4762341171503067","0.4762341171503067","0.4762341171503067","0.4859309524297714","0.4859309524297714","0.4859309524297714"
"15642","0.47623594999313357","0.47623594999313357","0.47623594999313357","0.48595238029956817","0.48595238029956817","0.48595238029956817"
"15840","0.4762372821569443","0.4762372821569443","0.4762372821569443","0.485960653424263","0.485960653424263","0.485960653424263"
"16038","0.47623741030693056","0.47623741030693056","0.47623741030693056","0.48596192598342897","0.48596192598342897","0.48596192598342897"
"16236","0.4762376368045807","0.4762376368045807","0.4762376368045807","0.4859643876552582","0.4859643876552582","0.4859643876552582"
"16434","0.4762378245592117","0.4762378245592117","0.4762378245592117","0.4859661877155304","0.4859661877155304","0.4859661877155304"
"16632","0.4762379705905914","0.4762379705905914","0.4762379705905914","0.485966756939888","0.485966756939888","0.485966756939888"
"16830","0.47623816728591917","0.47623816728591917","0.47623816728591917","0.48596963882446287","0.48596963882446287","0.48596963882446287"
"17028","0.47623834013938904","0.47623834013938904","0.47623834013938904","0.4859706461429596","0.4859706461429596","0.4859706461429596"
"17226","0.4762385994195938","0.4762385994195938","0.4762385994195938","0.4859728395938873","0.4859728395938873","0.4859728395938873"
"17424","0.476238813996315","0.476238813996315","0.476238813996315","0.48597319722175597","0.48597319722175597","0.48597319722175597"
"17622","0.4762390226125717","0.4762390226125717","0.4762390226125717","0.48597598671913145","0.48597598671913145","0.48597598671913145"
"17820","0.476239213347435","0.476239213347435","0.476239213347435","0.4859764724969864","0.4859764724969864","0.4859764724969864"
"18018","0.47623939216136935","0.47623939216136935","0.47623939216136935","0.4859780877828598","0.4859780877828598","0.4859780877828598"
"18216","0.47623960077762606","0.47623960077762606","0.47623960077762606","0.48597885072231295","0.48597885072231295","0.48597885072231295"
"18414","0.47623984813690184","0.47623984813690184","0.47623984813690184","0.4859814584255219","0.4859814584255219","0.4859814584255219"
"18612","0.47624002695083617","0.47624002695083617","0.47624002695083617","0.48598251640796664","0.48598251640796664","0.48598251640796664"
"18810","0.476240274310112","0.476240274310112","0.476240274310112","0.4859830975532532","0.4859830975532532","0.4859830975532532"
"19008","0.4762404143810272","0.4762404143810272","0.4762404143810272","0.4859837621450424","0.4859837621450424","0.4859837621450424"
"19206","0.47624053955078127","0.47624053955078127","0.47624053955078127","0.4859854459762573","0.4859854459762573","0.4859854459762573"
"19404","0.476240798830986","0.476240798830986","0.476240798830986","0.485988849401474","0.485988849401474","0.485988849401474"
"19602","0.4762409687042236","0.4762409687042236","0.4762409687042236","0.4859896540641785","0.4859896540641785","0.4859896540641785"
